,loss,min_data_in_leaf,num_leaves,feature_fraction,bagging_fraction,lambda_l1,lambda_l2,train_time
488,3.251119704939671,3,38,0.8370000000000001,0.738,0.29387537737181485,9.975388811974668,0.8452234028372914
446,3.2514596125497652,6,49,0.5589999999999999,0.966,0.7917126513256975,1.1228409115724705,0.9739065470639616
182,3.2516770966351256,19,52,0.8140000000000001,0.48100000000000004,1.2474253746794763,9.200736626465424,0.947034734999761
397,3.2518279302744424,5,58,0.713,0.987,1.4151508365612375,4.116399445218319,1.1622762829065325
382,3.2519495747263885,6,54,0.624,0.794,0.10558216265808933,4.253271435867933,0.9298869480844588
315,3.2530000366137433,2,62,0.6940000000000001,0.97,2.0792017000276166,2.017506888110142,1.2036309239920229
243,3.2530052512656598,15,49,0.8,0.6459999999999999,2.1994482354635068,4.695374277409449,0.9041305871214718
250,3.2535911896998657,8,36,0.836,0.86,0.10256046958531373,1.4165326138744891,0.7025238708592951
298,3.253778705470085,5,56,0.6829999999999999,0.826,1.0367219976047766,4.325968648787216,1.002817285945639
340,3.2546540228079186,4,54,0.546,0.905,1.086330097115799,3.5326036978421436,0.9363548359833658
197,3.2547545811711167,4,59,0.865,0.7509999999999999,3.5288320744194346,9.967914622770603,1.207558348076418
421,3.2551688052605847,9,53,0.8270000000000001,0.8420000000000001,0.2389788913463176,2.50349203169944,2.01494575990364
370,3.255321573165201,6,53,0.755,0.812,2.3252520904261704,2.820280574151319,1.2963713109493256
344,3.25635635236543,2,44,0.667,0.973,0.7782019503005856,3.941195709863439,0.9216693539638072
461,3.256490947707974,8,60,0.856,0.792,2.742538887558666,2.7217644033621555,1.1010064741130918
181,3.2575481291231227,11,63,0.72,0.755,2.3557479279472187,2.363727585417485,1.111787241883576
442,3.257817561071179,4,56,0.805,0.846,2.485500093619737,2.6229789531631837,1.1177105729002506
27,3.2578438632102724,21,56,0.561,0.364,0.602335646064432,2.3520613653566182,0.932331017917022
24,3.258010522145409,23,55,0.483,0.397,0.3858691196384205,1.2093449205537254,1.0631670418661088
454,3.2580731974953414,4,54,0.604,0.852,0.6920522534956041,2.0351711491216142,0.9862273698672652
140,3.258411346925783,7,50,0.899,0.852,2.2056234378885,6.401462585312655,1.0100421579554677
72,3.2587029657591957,21,55,0.725,0.597,0.7229683723564011,2.615723577287597,0.9404787907842548
136,3.2599581106040936,28,61,0.7140000000000001,0.889,1.6826640674692666,4.333063349496699,1.00552040617913
433,3.2601953197243585,5,55,0.7340000000000001,0.9620000000000001,2.175342435835962,3.4521455190168213,1.2900702650658786
81,3.2609135431833844,6,32,0.8590000000000001,0.531,1.8478714705656616,0.8819976203980318,0.7342819219920784
437,3.2610965146985937,12,49,0.657,0.948,0.6729981026757031,1.5414958301341144,0.8433519070968032
238,3.2614191696387613,17,54,0.785,0.47600000000000003,2.7324979916081027,0.4374951755449312,0.9439129629172384
